name,description,WKT
"пер. Софийское седло","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Софийское седло</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2571</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.София (р.Зеленчук Бол.) - р.Кизгыч</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;&nbsp;&nbsp;2.76'' N<br />41&deg;&nbsp;17'&nbsp;48.66'' E</td></tr><tr><th>Описаний</th><td>61, в т.ч. 52 технических, 39 с фото</td></tr><tr><th>Номер</th><td>3413</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3413'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.29685 43.4341 0)"
"пер. Сулак","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Сулак</font></h2></th></tr><tr><th>Другие названия</th><td>Sulak</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3070</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Леген (оз. Мочар) – ущ. Пурнак (оз. Татас)</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;44'&nbsp;15.8'' N<br />40&deg;&nbsp;56'&nbsp;23.4'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>13664</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13664'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.939833055556 40.737721944444 0)"
"пер. Сылтран","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Сылтран</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3440</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Сылтрансу - р.Мукал (р.Кыртык)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;&nbsp;&nbsp;7.15'' N<br />42&deg;&nbsp;39'&nbsp;53.68'' E</td></tr><tr><th>Описаний</th><td>57, в т.ч. 57 технических, 45 с фото</td></tr><tr><th>Номер</th><td>54</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/54'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.664910277778 43.335320277778 0)"
"пер. Табири","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Табири</font></h2></th></tr><tr><th>Другие названия</th><td>Хачи</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2629</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Хачрува (р.Аршира) - пр.исток р.Лайлачала (р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;56'&nbsp;&nbsp;&nbsp;0.49'' N<br />42&deg;&nbsp;39'&nbsp;&nbsp;&nbsp;1.09'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3773</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3773'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.650302777778 42.933469444444 0)"
"пер. Тоторс","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тоторс</font></h2></th></tr><tr><th>Другие названия</th><td>Татерс, Марзтифцаг</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2684</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Лахумедон - р.Хазныдон</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;28.17'' N<br />43&deg;&nbsp;38'&nbsp;&nbsp;&nbsp;9.84'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 4 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3869</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3869'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.6360666667 43.0411583333 0)"
"пер. Трусо","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Трусо</font></h2></th></tr><tr><th>Другие названия</th><td>Трусовский</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3132</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р. Закка - р. Терек</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;38'&nbsp;57.47'' N<br />44&deg;&nbsp;14'&nbsp;23.25'' E</td></tr><tr><th>Описаний</th><td>3 технических</td></tr><tr><th>Номер</th><td>3969</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3969'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.239790507 42.6492964736 0)"
"пер. Трю","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Трю</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2330</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;52'&nbsp;18.27'' N<br />40&deg;&nbsp;35'&nbsp;54.79'' E</td></tr><tr><th>Номер</th><td>7350</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7350'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.598553055556 43.871740833333 0)"
"пер. Турист","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Турист</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2680</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Джайлыксу - р. Сарынсу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;15.44'' N<br />42&deg;&nbsp;59'&nbsp;17.03'' E</td></tr><tr><th>Описаний</th><td>13, в т.ч. 13 технических, 11 с фото</td></tr><tr><th>Номер</th><td>11357</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11357'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.988063888889 43.220955555556 0)"
"пер. Тхачский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тхачский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>1982</td></tr><tr><th>Характер склонов</th><td>н/к</td></tr><tr><th>Соединяет</th><td>р. Бол. Сахрай (бас. р. Белая) – р. Тхач (бас. р. Бугунжа)
между г. Бол. Тхач 2368,4 и г. Мал. Тхач (Лысая) 2237,9</td></tr><tr><th>Координаты WGS84</th><td>44&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;16.55'' N<br />40&deg;&nbsp;25'&nbsp;47.2'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>15823</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15823'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.429777777778 44.037930555556 0)"
"пер. Уаза Вост.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Уаза Вост.</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3000</td></tr><tr><th>Характер склонов</th><td>тропа-тр</td></tr><tr><th>Соединяет</th><td>р.Кезадон - р.Урух</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;54.65'' N<br />43&deg;&nbsp;41'&nbsp;24.43'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 6 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3872</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3872'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.69012 43.01518 0)"
"пер. Угыр","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Угыр</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>1920</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Мульхра (сел.Жабеши) - р.Ингури (сел.Ипари)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;46.72'' N<br />42&deg;&nbsp;49'&nbsp;32.84'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3744</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3744'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.82579 43.029643888889 0)"
"пер. Уллу-Кель Нижн.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Уллу-Кель Нижн.</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2900</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Махар - Нижние Уллукельские озера, р.Кичкинекол (р.Учкулан)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;12.12'' N<br />41&deg;&nbsp;57'&nbsp;19.26'' E</td></tr><tr><th>Описаний</th><td>15, в т.ч. 12 технических, 10 с фото</td></tr><tr><th>Номер</th><td>68</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/68'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.95535 43.3200333333 0)"
"пер. Умпырский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Умпырский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2522</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Мал.Лаба - р.Закан (р.Бол.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;44'&nbsp;37.8'' N<br />40&deg;&nbsp;44'&nbsp;25.8'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3369</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3369'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.7405 43.7438333333 0)"
"пер. Утвир","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Утвир</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2714</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;49.18'' N<br />42&deg;&nbsp;17'&nbsp;36.25'' E</td></tr><tr><th>Номер</th><td>12353</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12353'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.293402 43.080328 0)"
"пер. Фина","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Фина</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2650</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Б. Зеленчук - балка Горелая (р. Б. Зеленчук)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;21.27'' N<br />41&deg;&nbsp;19'&nbsp;55.43'' E</td></tr><tr><th>Номер</th><td>11104</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11104'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.332063888889 43.58924166666701 0)"
"пер. Фишт-Оштеновский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Фишт-Оштеновский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2229</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;59'&nbsp;25.2'' N<br />39&deg;&nbsp;54'&nbsp;49.3'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 4 с фото</td></tr><tr><th>Номер</th><td>14479</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14479'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (39.913694444444 43.990333333333 0)"
"пер. Хадюка","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хадюка</font></h2></th></tr><tr><th>Другие названия</th><td>Хадюга, Ходюк</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2981</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Хадюка (р.Аксаут) - прав. приток р.Маруха</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;27'&nbsp;36.94'' N<br />41&deg;&nbsp;25'&nbsp;29.13'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 6 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3519</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3519'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.424758333333 43.460261111111 0)"
"пер. Хазнывцек","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хазнывцек</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2521</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Псыгансу - р.Хазныдон</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;58.25'' N<br />43&deg;&nbsp;34'&nbsp;32.34'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 5 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3876</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3876'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.57565 43.0828472222 0)"
"пер. Халега","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Халега</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3027</td></tr><tr><th>Характер склонов</th><td>тр-сн</td></tr><tr><th>Соединяет</th><td>р.Халега (р.Аксаут) - р.Маруха</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;22'&nbsp;54'' N<br />41&deg;&nbsp;25'&nbsp;20.58'' E</td></tr><tr><th>Описаний</th><td>19, в т.ч. 16 технических, 10 с фото</td></tr><tr><th>Номер</th><td>202</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/202'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.422383333333 43.381666666667 0)"
"пер. Хатабалу","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хатабалу</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2650</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Хиривалю, р.Хири, хр.Хиривалю -р.Хултайчай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;48'&nbsp;43.92'' N<br />47&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;19.37'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2714</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2714'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.15538000000001 41.8122 0)"
"пер. Хелерди","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хелерди</font></h2></th></tr><tr><th>Другие названия</th><td>Хеледи</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2585</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Цхеледула (р.Цхенисцкали) - р.Каслети (р.Ингури)(пос. Хаиши)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;51'&nbsp;34.21'' N<br />42&deg;&nbsp;22'&nbsp;18.1'' E</td></tr><tr><th>Номер</th><td>3769</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3769'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.371694 42.859503 0)"
"пер. Хида","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хида</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2638</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Сакен - р.Ненскра</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;&nbsp;&nbsp;3.18'' N<br />42&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;&nbsp;&nbsp;2.88'' E</td></tr><tr><th>Номер</th><td>3613</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3613'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.0508 43.067549 0)"
"пер. Хизар","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хизар</font></h2></th></tr><tr><th>Другие названия</th><td>Дорговіт, Hizar</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2855</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Авусор – ущ. Качкар</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;57'&nbsp;18.05'' N<br />41&deg;&nbsp;12'&nbsp;59.43'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>13669</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13669'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.216508 40.955014 0)"
"пер. Химрик","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Химрик</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2820</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Джурмут, р.Химрик - р.Кабала, р.Алазани</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;58'&nbsp;58.48'' N<br />46&deg;&nbsp;15'&nbsp;38.92'' E</td></tr><tr><th>Номер</th><td>2773</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2773'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.26080999999999 41.98291 0)"
"пер. Химса","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Химса</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2467</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Химса (р.Бзыбь) - р.Гумиста Вост.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;40.08'' N<br />41&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;51.37'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3462</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3462'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.164268333333 43.2778 0)"
"пер. Ходский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ходский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2710</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Саукомыдон (р.Ходдон, р.Садон, р.Ардон) - р.Суагдон (р.Ахсемчаг)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;54'&nbsp;&nbsp;&nbsp;6.63'' N<br />44&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;45.24'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>15736</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15736'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.029233333333 42.901841666667 0)"
"пер. Хунгуф","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Хунгуф</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3221</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Булунгусу - р. Кору</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;38.04'' N<br />43&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;47.18'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>9670</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9670'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.129772222222 43.177233333333 0)"
"пер. Цегеркер","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Цегеркер</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2265</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Цегеркер (р.Бол.Лаба) - р.Грыбза (р.Бзыбь)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;12.9'' N<br />41&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;49.38'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 5 технических, 3 с фото</td></tr><tr><th>Номер</th><td>3364</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3364'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.013716666667 43.42025 0)"
"пер. Цегеркулир","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Цегеркулир</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2520</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Бол.Лаба - р.Гваштхва (р.Грыбза)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;51.24'' N<br />41&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;10.02'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>3365</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3365'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.052783333333 43.397566666667 0)"
"пер. Цудурский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Цудурский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2822</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Ахтычай, р.Цудур - р.Шинчай, р.Агричай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;26'&nbsp;56.98'' N<br />47&deg;&nbsp;13'&nbsp;11.1'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2802</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2802'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.21974999999999 41.44916 0)"
"пер. Цыбишха","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Цыбишха</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2080</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Ахей (р.Бзыбь) - р.Бетага (р.Бзыбь)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;21'&nbsp;45.3'' N<br />40&deg;&nbsp;57'&nbsp;54.42'' E</td></tr><tr><th>Номер</th><td>3384</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3384'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.965116666667 43.362583333333 0)"
"пер. Чабаклы","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Чабаклы</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2730</td></tr><tr><th>Характер склонов</th><td>тропа-тр</td></tr><tr><th>Соединяет</th><td>руч.Рапочай (р.Зеленчук Бол.) - р.Маруха</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;58.8'' N<br />41&deg;&nbsp;23'&nbsp;45.37'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 1 с фото</td></tr><tr><th>Номер</th><td>209</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/209'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.395936111111 43.516333333333 0)"
"пер. Чамашха","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Чамашха</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2178</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Цандрипш - р.Дзоу (р.Гега)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;28'&nbsp;31.68'' N<br />40&deg;&nbsp;19'&nbsp;36.87'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>3351</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3351'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.326908333333 43.475466666667 0)"
"пер. Чамашха","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Чамашха</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2050</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Ахей (р.Бзыбь) - р.Грыбза (р.Бзыбь)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;12.6'' N<br />40&deg;&nbsp;57'&nbsp;49.08'' E</td></tr><tr><th>Описаний</th><td>4 технических</td></tr><tr><th>Номер</th><td>3383</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3383'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.963633333333 43.386833333333 0)"
