name,description,WKT
"пер. Смидовича","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Смидовича</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2749</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Мзымта - р.Цахвоа</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;55.37'' N<br />40&deg;&nbsp;39'&nbsp;23.23'' E</td></tr><tr><th>Номер</th><td>3324</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3324'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.656452777778 43.598713888889 0)"
"пер. Солдатский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Солдатский</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3383</td></tr><tr><th>Характер склонов</th><td>тр.-ос. весной</td></tr><tr><th>Соединяет</th><td>долины Терскол и Иткол (притоки Баксана)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;26.91'' N<br />42&deg;&nbsp;32'&nbsp;32.8'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>7128</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7128'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.5424434986 43.2741411581 0)"
"пер. Соухауз","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Соухауз</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2986</td></tr><tr><th>Характер склонов</th><td>тропа-тр</td></tr><tr><th>Соединяет</th><td>р. Чайнашки - пер. Шиле</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;42.82'' N<br />43&deg;&nbsp;23'&nbsp;&nbsp;&nbsp;1.8'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>9082</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9082'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.3838333333 43.1785611111 0)"
"пер. Столетия","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Столетия</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3722</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>ледн.Геологов, р.Хазныдон - р.Белагидон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;58'&nbsp;&nbsp;&nbsp;1.74'' N<br />43&deg;&nbsp;35'&nbsp;33.3'' E</td></tr><tr><th>Описаний</th><td>13, в т.ч. 13 технических, 7 с фото</td></tr><tr><th>Номер</th><td>111</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/111'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.592583 42.96715 0)"
"пер. Столичный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Столичный</font></h2></th></tr><tr><th>Другие названия</th><td>Баш-Джол</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3050</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Ак-Айры (р.София, р.Зеленчук Бол.) - р.Псыш (р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;35.88'' N<br />41&deg;&nbsp;13'&nbsp;30.36'' E</td></tr><tr><th>Описаний</th><td>51, в т.ч. 40 технических, 34 с фото</td></tr><tr><th>Номер</th><td>193</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/193'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.2251 43.4433 0)"
"пер. Странное плато","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Странное плато</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2166</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Аксу - плато севернее в.2406</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;55'&nbsp;21.6'' N<br />35&deg;&nbsp;20'&nbsp;29.4'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>13719</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13719'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.3415 37.922667 0)"
"пер. Студенческий","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Студенческий</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2490</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Макера - р.Адзапш (р.Санчара, р. Бол. Лаба) </td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;47.36'' N<br />40&deg;&nbsp;53'&nbsp;47.8'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>11005</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11005'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.89661 43.49649 0)"
"пер. Сулахат","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Сулахат</font></h2></th></tr><tr><th>Другие названия</th><td>Волосы Сулахат</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>р.Алибек - р.Аксаут</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;21.86'' N<br />41&deg;&nbsp;31'&nbsp;25.9'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 2 с фото</td></tr><tr><th>Номер</th><td>238</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/238'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.52386 43.32274 0)"
"пер. Сурх","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Сурх</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2954</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Цейдон - р.Садон (р.Ардон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;29.34'' N<br />43&deg;&nbsp;56'&nbsp;&nbsp;&nbsp;6.68'' E</td></tr><tr><th>Номер</th><td>15809</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15809'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.935188 42.824817 0)"
"пер. Сылтран Вост.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Сылтран Вост.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3478</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;11.19'' N<br />42&deg;&nbsp;40'&nbsp;&nbsp;&nbsp;5.24'' E</td></tr><tr><th>Описаний</th><td>5 технических,  с фото</td></tr><tr><th>Номер</th><td>7578</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7578'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.668121903 43.336441507 0)"
"пер. Т.И.Волковой","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Т.И.Волковой</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2805</td></tr><tr><th>Характер склонов</th><td>трав-ос</td></tr><tr><th>Соединяет</th><td>оз.Скотта (р.М.Лаба) - б.Каменистая (р.М.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;47'&nbsp;31.57'' N<br />40&deg;&nbsp;43'&nbsp;33.4'' E</td></tr><tr><th>Номер</th><td>7351</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7351'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.725944722222 43.792102777778 0)"
"пер. Таниэсгеле","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Таниэсгеле</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3041</td></tr><tr><th>Характер склонов</th><td>тр-ос-тропа</td></tr><tr><th>Соединяет</th><td>р.Таниэсцкали (р.Ковгра, р.Асса) - р.Горшаглисцкали (р.Хевсурская Арагви)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;35'&nbsp;56.79'' N<br />44&deg;&nbsp;59'&nbsp;45.48'' E</td></tr><tr><th>Номер</th><td>2421</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2421'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.995966666667 42.599108333333 0)"
"пер. Тарху","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тарху</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2977</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Хуштада, хр.Нагур - р.Ахвахтляр</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;29'&nbsp;52.97'' N<br />46&deg;&nbsp;16'&nbsp;50.88'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2562</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2562'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.2808 42.498047222222 0)"
"пер. Ташлык","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ташлык</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3030</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Лунная (р.Аксаут) - р.Рассыпная (р.Аксаут)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;16.54'' N<br />41&deg;&nbsp;26'&nbsp;15.04'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14613</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14613'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.43751 43.42126 0)"
"пер. Ташорун","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ташорун</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3337</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;24'&nbsp;&nbsp;&nbsp;1.25'' N<br />42&deg;&nbsp;43'&nbsp;44.06'' E</td></tr><tr><th>Номер</th><td>7573</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7573'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.7289044293 43.4003460865 0)"
"пер. Тебуло","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тебуло</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3342</td></tr><tr><th>Характер склонов</th><td>тр-ос-тропа</td></tr><tr><th>Соединяет</th><td>р.Тюалой (р.Кериго, р.Аргун) - р.Квахидисцкали (р.Пирикительская Алазани, р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;31'&nbsp;20.04'' N<br />45&deg;&nbsp;20'&nbsp;48.79'' E</td></tr><tr><th>Номер</th><td>2447</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2447'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.346885 42.522233333333 0)"
"пер. Текепинари","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Текепинари</font></h2></th></tr><tr><th>Другие названия</th><td>N28</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2550</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>Стоянка Арпалык в дол.Джимбар Южн. - дол.Джимбар (Демирказык Сев.)</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;51'&nbsp;48.54'' N<br />35&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;33.48'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 7 технических, 1 с фото</td></tr><tr><th>Номер</th><td>7072</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7072'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.1426333333 37.8634833333 0)"
"пер. Темир-Кулак","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Темир-Кулак</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3000</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Темир-Кулак (р.Дукка) - р.Белая (р.Псыш, р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;15.82'' N<br />41&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;21.98'' E</td></tr><tr><th>Описаний</th><td>39, в т.ч. 34 технических, 31 с фото</td></tr><tr><th>Номер</th><td>3411</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3411'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.106105 43.487728888889 0)"
"пер. Терхкорт","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Терхкорт</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3108</td></tr><tr><th>Характер склонов</th><td>тр-ос-тропа</td></tr><tr><th>Соединяет</th><td>ПП р.Сарту (р.Асса) - р.Терх (р.Чхотаны, р.Асса)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;44'&nbsp;55.06'' N<br />44&deg;&nbsp;55'&nbsp;&nbsp;&nbsp;2.52'' E</td></tr><tr><th>Номер</th><td>2351</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2351'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.917366666667 42.748626666667 0)"
"пер. Тешикауш","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тешикауш</font></h2></th></tr><tr><th>Другие названия</th><td>Куршоу Нижний, Куршоу Западный</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3410</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Кюкюртлю - р.Уллукам</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;48.15'' N<br />42&deg;&nbsp;17'&nbsp;51.63'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3631</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3631'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.297675 43.346708333333 0)"
"пер. Тихий","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тихий</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3012</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Имеретинка (р. Загзан, р. Бол. Лаба) - р. Дамхурц (р. Бол. Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;38'&nbsp;31.34'' N<br />40&deg;&nbsp;45'&nbsp;53.33'' E</td></tr><tr><th>Описаний</th><td>2 с фото</td></tr><tr><th>Номер</th><td>10992</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10992'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.764813888889 43.642038888889 0)"
"пер. ТНГ","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. ТНГ</font></h2></th></tr><tr><th>Другие названия</th><td>N30</td></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Гюрменлик (ПП р.Эджемиш) - ЛП р.Аксу</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;54'&nbsp;28.8'' N<br />35&deg;&nbsp;12'&nbsp;50.8'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 5 технических, 5 с фото</td></tr><tr><th>Номер</th><td>6484</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6484'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.2141111111 37.908 0)"
"пер. Тогузкёль","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тогузкёль</font></h2></th></tr><tr><th>Другие названия</th><td>Тогуз-кель-баши</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3230</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>верховье р.Кичи-Марка - р.Азгек</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;14.28'' N<br />41&deg;&nbsp;37'&nbsp;33.12'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>3520</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3520'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.625866666667 43.4373 0)"
"пер. Трех гномов","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Трех гномов</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3722</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>цирк пер.Столетия, ЛП р.Белагидон - ледн.Белаги, р.Белагидон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;43.92'' N<br />43&deg;&nbsp;35'&nbsp;19.92'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>15533</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15533'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.588867 42.9622 0)"
"пер. Трудный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Трудный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>2850</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Имеретинка - р.Цахвоа</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;38'&nbsp;53.14'' N<br />40&deg;&nbsp;42'&nbsp;28.47'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>15126</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15126'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.707908333333 43.648094444444 0)"
"пер. Турьи ворота","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Турьи ворота</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2500</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Голубая (р.Мзымта) - р.Псоу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;33'&nbsp;35.82'' N<br />40&deg;&nbsp;25'&nbsp;49.02'' E</td></tr><tr><th>Номер</th><td>3342</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3342'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.430283333333 43.55995 0)"
"пер. Туяла","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Туяла</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3270</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Псыгансу - р.Хазныдон</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;33'' N<br />43&deg;&nbsp;32'&nbsp;24.12'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>15488</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15488'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.540033333333 43.059166666667 0)"
"пер. Туяла II","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Туяла II</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3217</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Псыгансу - р.Хазныдон</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;36.78'' N<br />43&deg;&nbsp;32'&nbsp;47.46'' E</td></tr><tr><th>Номер</th><td>15489</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15489'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.546516666667 43.060216666667 0)"
"пер. Тырныауз","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тырныауз</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;14.41'' N<br />42&deg;&nbsp;48'&nbsp;24.98'' E</td></tr><tr><th>Описаний</th><td>5 технических,  с фото</td></tr><tr><th>Номер</th><td>14635</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14635'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.806938888889 43.387336111111 0)"
"пер. Тэхкал","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тэхкал</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3472</td></tr><tr><th>Характер склонов</th><td>ск-сн</td></tr><tr><th>Соединяет</th><td>р.Кабза - р.Тлягды, р.Педжиасаб</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;46.78'' N<br />46&deg;&nbsp;38'&nbsp;38.54'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2600</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2600'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.64404 42.02966 0)"
"пер. Тютюргу З.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Тютюргу З.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>лед.Ю. Булунгу - лед.В. Тютюргу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;11.87'' N<br />43&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;49.37'' E</td></tr><tr><th>Описаний</th><td>14, в т.ч. 14 технических, 8 с фото</td></tr><tr><th>Номер</th><td>349</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/349'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.08038 43.13663 0)"
"пер. Уаза Зап.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Уаза Зап.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3296</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Лахумедон - р.Элья (р.Белагидон)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;&nbsp;&nbsp;8.93'' N<br />43&deg;&nbsp;38'&nbsp;11.69'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 7 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3873</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3873'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.63658 43.00248 0)"
"пер. Уаза Центральный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Уаза Центральный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3271</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Белагидон - р.Лахумедон</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;22.3'' N<br />43&deg;&nbsp;39'&nbsp;48.36'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 3 с фото</td></tr><tr><th>Номер</th><td>9081</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9081'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.66343333330001 43.0061944444 0)"
"пер. Угрюмый","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Угрюмый</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3026</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Ацгара - р. Мал. Уруп</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;39'&nbsp;12.57'' N<br />41&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;41.32'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>10954</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10954'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.044811111111 43.653491666667 0)"
